d       s       a       m_i     
487     13      55      1 3 7 5 15 1 67 223 371 523 1805 795 1721 
488     13      69      1 3 1 9 5 37 39 247 267 473 583 3093 1711 
489     13      70      1 1 3 1 27 51 5 103 155 877 1807 3197 6217 
490     13      79      1 3 1 5 3 35 101 91 425 715 713 2371 6059 
491     13      82      1 1 1 3 11 45 21 179 199 777 1769 1433 6849 
492     13      87      1 1 5 15 27 13 97 229 115 369 809 1359 1619 
493     13      93      1 1 3 3 7 3 5 247 349 973 1259 2935 6191 
494     13      94      1 1 5 7 21 53 113 213 447 445 1083 1101 1421 
495     13      97      1 3 3 11 23 7 21 177 103 565 1705 1829 4745 
496     13      100     1 3 1 11 1 55 57 161 451 237 2007 789 7835 
497     13      112     1 3 7 5 3 43 109 169 417 243 1179 3397 4103 
498     13      121     1 1 3 11 17 47 85 193 387 251 715 1649 2473 
499     13      134     1 1 1 3 3 53 115 193 289 611 1821 3327 7063 
500     13      138     1 1 5 7 3 15 41 69 205 647 1957 999 6979 
501     13      148     1 3 1 15 25 17 47 191 263 479 1979 2565 2657 
502     13      151     1 3 1 13 3 17 31 15 279 213 1015 3519 4311 
503     13      157     1 1 3 11 17 25 35 139 29 243 1485 2827 1039 
504     13      161     1 3 1 9 23 11 37 31 235 219 679 1147 2353 
505     13      179     1 1 7 9 27 37 3 233 31 283 113 127 7259 
506     13      181     1 3 3 13 21 15 107 201 47 505 1011 627 1575 
507     13      188     1 1 5 15 1 49 81 215 27 743 1799 357 2155 
508     13      196     1 3 5 5 13 5 61 197 109 97 1793 3391 6239 
509     13      203     1 1 1 9 31 19 17 233 195 217 773 3645 3559 
510     13      206     1 3 1 5 17 55 67 149 105 479 1165 3803 2679 
511     13      223     1 1 1 7 3 39 65 7 445 75 1239 2837 3849 
512     13      224     1 1 7 3 7 5 1 159 119 947 1653 1397 435 
513     13      227     1 3 1 9 1 7 91 27 499 989 1093 2603 7757 
514     13      230     1 3 7 13 23 1 27 1 397 731 351 1729 1527 
515     13      239     1 1 1 13 19 45 49 129 91 671 291 2503 5783 
516     13      241     1 3 7 5 25 15 3 241 49 495 149 3969 6923 
517     13      248     1 1 7 13 17 9 29 41 241 361 625 1091 2889 
518     13      253     1 1 1 3 5 61 65 107 35 931 523 1895 2445 
519     13      268     1 3 7 11 7 23 55 21 429 243 1975 2575 1751 
520     13      274     1 1 3 1 17 37 1 191 153 933 505 3389 6027 
521     13      283     1 3 5 7 1 49 21 223 473 721 319 741 3743 
522     13      286     1 3 3 1 29 25 1 195 455 929 55 2571 7705 
523     13      289     1 1 3 13 9 19 77 165 289 777 1939 297 13 
524     13      301     1 3 7 15 27 7 17 169 257 221 109 607 6081 
525     13      302     1 3 7 15 5 1 115 31 209 961 1335 3743 7383 
526     13      316     1 1 5 7 31 47 121 161 99 903 1491 387 5211 
527     13      319     1 1 7 13 23 59 99 31 75 345 161 1749 3753 
528     13      324     1 3 3 5 17 61 11 131 445 757 817 2703 509 
529     13      331     1 1 3 1 5 57 121 53 37 953 1933 3921 933 
530     13      333     1 3 3 1 9 19 51 53 409 353 923 3135 7869 
531     13      345     1 3 5 13 29 39 109 139 383 421 637 1733 4067 
532     13      351     1 3 5 3 13 15 105 91 97 767 1449 3363 8119 
533     13      358     1 1 3 9 17 31 127 155 501 1001 1871 25 2557 
534     13      375     1 1 1 9 31 55 123 25 387 129 997 1379 4331 
535     13      379     1 1 1 1 13 53 61 85 371 977 1975 3413 3667 
536     13      381     1 3 1 9 9 55 91 179 95 307 1311 3277 1161 
537     13      386     1 1 7 13 19 13 53 129 219 893 1513 885 3581 
538     13      403     1 1 7 13 11 27 73 179 159 687 507 3957 1201 
539     13      405     1 1 7 7 11 45 79 125 197 373 789 107 7859 
540     13      419     1 3 3 1 15 29 29 17 255 391 479 2121 5991 
541     13      426     1 1 5 3 23 45 21 23 305 411 627 2245 2403 
542     13      428     1 1 5 11 7 49 9 75 287 1021 1185 3001 3463 
543     13      439     1 1 1 3 29 49 123 1 39 701 1381 3205 8091 
544     13      440     1 1 5 15 9 1 25 235 169 981 1019 1835 6787 
545     13      446     1 3 5 5 19 7 43 109 389 143 379 1431 5623 
546     13      451     1 3 3 3 5 13 85 33 271 981 909 3671 251 
547     13      454     1 1 5 11 1 23 113 241 435 109 657 243 4541 
548     13      458     1 1 5 13 7 47 39 225 509 771 163 1979 2711 
549     13      465     1 3 1 3 11 11 89 201 121 665 1085 3481 861 
550     13      468     1 3 5 7 15 57 23 111 425 143 1813 2933 6539 
551     13      472     1 3 7 11 3 5 39 249 373 251 1265 1153 7639 
552     13      475     1 3 5 7 17 5 45 243 445 837 1863 1813 1789 
553     13      477     1 3 7 5 25 7 45 213 77 477 1969 3277 4283 
554     13      496     1 3 1 5 9 51 79 73 29 229 2025 3985 6739 
555     13      502     1 1 1 5 25 5 45 179 321 857 1043 183 3713 
556     13      508     1 3 5 7 29 11 29 35 87 407 1133 3595 7483 
557     13      517     1 1 5 15 9 23 37 121 301 949 301 2077 7967 
558     13      521     1 3 7 11 1 59 115 117 93 571 789 1865 3993 
559     13      527     1 1 3 7 13 7 39 127 111 839 1669 379 5247 
560     13      530     1 3 7 3 5 49 91 249 91 587 313 247 3577 
561     13      532     1 1 5 1 29 57 67 37 83 501 1321 3485 1913 
562     13      542     1 3 1 13 3 63 5 253 235 377 873 2917 3621 
563     13      552     1 3 3 15 31 3 29 175 61 517 945 2701 1335 
564     13      555     1 1 7 3 23 37 57 27 175 979 77 3693 1589 
565     13      560     1 3 3 9 5 25 127 195 479 421 1415 3695 5453 
566     13      566     1 3 3 1 1 33 53 145 177 321 1531 2459 2103 
567     13      575     1 1 3 5 17 55 51 131 375 529 1603 3367 5533 
568     13      577     1 1 3 15 27 55 111 19 289 143 1949 1463 3971 
569     13      589     1 1 7 1 9 29 63 95 429 827 1741 613 1677 
570     13      590     1 3 1 1 3 19 27 35 329 67 1387 2907 5239 
571     13      602     1 3 3 15 5 49 29 11 83 1013 1627 3267 2075 
572     13      607     1 1 7 3 5 23 65 193 489 741 1431 417 2903 
573     13      608     1 1 7 15 17 25 103 67 51 917 867 611 637 
574     13      611     1 3 3 3 7 61 51 39 433 117 1589 1923 1545 
575     13      613     1 1 7 9 21 11 93 49 281 869 1487 1025 2453 
576     13      625     1 1 5 1 11 57 27 61 75 603 1585 405 4617 
577     13      644     1 1 3 13 3 15 101 13 409 983 483 751 3569 
578     13      651     1 3 1 1 29 15 73 217 279 581 837 263 7673 
579     13      654     1 3 5 13 9 41 101 143 333 697 1685 167 6855 
580     13      656     1 3 1 3 29 59 11 65 41 547 877 493 8157 
581     13      662     1 3 5 13 17 7 83 237 409 17 67 1497 2047 
582     13      668     1 1 5 7 25 17 87 161 449 717 1709 1263 1361 
583     13      681     1 3 3 1 1 21 99 219 347 857 653 2809 1695 
584     13      682     1 1 5 1 19 1 91 91 279 505 1519 3721 2825 
585     13      689     1 1 7 9 19 41 111 149 217 245 1149 871 5293 
586     13      696     1 3 7 5 5 57 39 5 149 643 1569 481 6013 
587     13      699     1 3 5 7 31 51 59 83 143 271 1687 3053 7101 
588     13      707     1 1 5 1 27 13 105 207 219 661 505 2663 7005 
589     13      709     1 1 7 7 23 17 23 83 43 41 89 2135 6481 
590     13      714     1 3 5 15 11 27 45 161 49 415 1831 1079 5713 
591     13      716     1 3 7 13 27 39 51 47 357 813 863 3525 7703 
592     13      719     1 3 5 11 5 5 103 87 119 613 499 3017 6545 
593     13      727     1 3 7 15 27 1 117 215 117 1023 411 2347 1177 
594     13      734     1 1 1 11 7 21 3 207 335 721 671 1851 6137 
595     13      738     1 3 1 15 1 3 13 39 5 235 1229 3101 491 
596     13      743     1 3 5 11 9 17 67 243 261 519 313 2649 5135 
597     13      747     1 3 7 15 11 43 23 147 493 997 1551 1189 1641 
598     13      757     1 1 5 7 7 53 103 231 23 709 1147 1449 7603 
599     13      769     1 1 7 13 7 47 105 153 359 1005 773 237 6833 
600     13      770     1 3 1 3 31 31 9 155 57 623 1581 2969 6557 
601     13      776     1 1 3 7 31 23 67 63 483 533 919 3295 7859 
602     13      790     1 3 7 5 13 9 87 195 231 99 727 1905 1627 
603     13      799     1 3 1 7 31 21 85 127 257 493 47 3713 4567 
604     13      805     1 1 1 5 9 11 83 183 461 325 1881 913 2459 
605     13      809     1 3 7 11 17 29 29 217 49 191 475 3927 681 
606     13      812     1 1 1 11 19 23 11 205 383 307 1911 3105 4625 
607     13      820     1 1 3 9 11 37 53 123 161 151 1619 2491 6849 
608     13      827     1 1 1 13 1 23 119 173 83 665 495 3473 6219 
609     13      829     1 1 5 15 17 53 57 179 449 313 1309 1767 3437 
610     13      835     1 3 7 9 5 61 23 69 167 965 1715 2839 7219 
611     13      841     1 3 3 9 3 35 27 35 471 543 171 1345 5213 
612     13      844     1 3 3 3 5 59 119 189 195 747 753 2033 1359 
613     13      856     1 3 7 11 7 7 5 87 199 723 803 3867 1135 
614     13      859     1 1 5 7 31 21 33 255 481 41 905 825 7733 
615     13      862     1 1 3 13 23 35 29 255 441 61 1223 1363 6313 
616     13      865     1 3 5 1 15 21 47 89 277 13 1157 981 4083 
617     13      885     1 1 1 9 7 61 65 75 467 685 1021 1117 3725 
618     13      890     1 1 5 1 19 59 27 179 117 459 1795 2743 7957 
619     13      905     1 3 1 5 23 17 5 79 177 401 1245 1263 4937 
620     13      916     1 1 5 7 9 31 43 253 433 457 905 31 2751 
621     13      925     1 3 5 5 17 27 81 19 101 991 337 3477 3193 
622     13      935     1 3 3 5 29 9 71 125 265 933 1065 2575 1273 
623     13      939     1 3 3 3 27 15 45 21 485 881 805 2293 3725 
624     13      942     1 1 3 15 5 37 23 85 421 805 1705 3719 2355 
625     13      949     1 3 7 11 31 13 63 67 41 279 1905 2707 1593 
626     13      953     1 3 7 13 13 29 117 147 93 373 37 2347 8109 
627     13      956     1 1 1 9 15 43 67 91 229 369 1509 1479 885 
628     13      961     1 3 3 3 3 43 119 161 305 165 1449 805 3871 
629     13      968     1 1 7 3 21 13 63 247 17 807 1065 1659 5799 
630     13      976     1 1 7 11 29 43 45 39 315 1021 1085 2419 5195 
631     13      988     1 1 7 11 17 63 91 233 347 453 1419 2875 175 
632     13      995     1 1 5 9 11 55 35 227 133 815 1535 3911 897 
633     13      997     1 1 3 7 7 21 89 45 11 275 523 4085 4273 
634     13      1007    1 3 7 7 25 31 91 129 3 97 699 2865 5757 
635     13      1015    1 1 7 15 29 1 15 187 491 783 1061 2089 7725 
636     13      1016    1 3 3 13 11 29 43 5 297 413 1437 3809 7467 
637     13      1027    1 1 7 9 1 9 17 85 235 565 321 555 3187 
638     13      1036    1 1 3 11 29 7 5 79 167 387 1573 2483 4433 
639     13      1039    1 1 5 9 27 51 73 41 479 65 191 2117 201 
640     13      1041    1 1 5 13 21 25 103 97 277 487 1743 1645 3395 
641     13      1048    1 3 3 5 25 47 81 251 407 359 1071 3779 6319 
642     13      1053    1 1 7 11 19 23 105 183 453 229 353 3123 7789 
643     13      1054    1 3 7 15 25 3 89 85 53 397 557 2413 7829 
644     13      1058    1 1 7 1 13 39 61 235 161 307 1249 1795 8105 
645     13      1075    1 3 3 9 31 63 7 17 369 735 1559 4017 4077 
646     13      1082    1 1 1 5 23 19 19 103 149 323 1917 1317 23 
647     13      1090    1 3 1 9 31 23 65 241 277 629 303 331 6065 
648     13      1109    1 1 3 13 17 47 53 45 453 355 301 2761 1309 
649     13      1110    1 1 3 13 31 43 49 69 45 573 591 4009 6803 
650     13      1119    1 3 5 5 11 29 17 61 29 983 1263 1545 3657 
651     13      1126    1 3 3 11 5 35 103 37 107 609 1737 2043 8065 
652     13      1130    1 3 3 13 1 17 119 123 11 803 573 3557 71 
653     13      1135    1 3 5 3 31 51 93 211 361 309 783 121 5195 
654     13      1137    1 3 3 1 13 25 37 149 189 871 1823 3979 4967 
655     13      1140    1 1 5 7 1 61 71 205 431 407 1865 1491 6879 
656     13      1149    1 3 7 7 29 17 33 87 243 265 741 1089 2667 
657     13      1156    1 1 5 13 19 49 51 41 391 781 715 1513 3819 
658     13      1159    1 3 5 7 29 35 29 193 21 87 1229 1381 5371 
659     13      1160    1 1 7 1 29 55 47 159 449 285 311 1687 5115 
660     13      1165    1 1 5 1 31 17 3 251 163 421 609 1725 6357 
661     13      1173    1 1 7 1 21 13 39 91 339 149 1619 3605 901 
662     13      1178    1 3 1 1 17 13 127 151 43 397 891 1215 7285 
663     13      1183    1 3 3 9 25 41 105 69 411 481 141 987 6603 
664     13      1184    1 3 7 1 31 59 101 93 101 125 1643 2285 3791 
665     13      1189    1 3 5 11 3 63 121 7 487 159 1747 1947 5723 
666     13      1194    1 1 5 11 5 29 89 91 139 337 689 1453 1795 
667     13      1211    1 1 5 13 17 31 55 67 341 897 1443 1027 4569 
668     13      1214    1 3 1 13 13 29 9 227 313 935 213 237 2893 
669     13      1216    1 1 3 9 9 3 29 157 83 495 1043 1333 2881 
670     13      1225    1 1 1 9 31 29 15 49 443 499 1871 3243 2301 
671     13      1231    1 3 3 7 15 59 71 117 217 575 1573 3679 4123 
672     13      1239    1 1 7 13 11 27 49 255 385 821 1839 1081 1563 
673     13      1243    1 3 3 15 19 55 45 235 67 443 767 2747 6115 
674     13      1246    1 3 3 15 25 43 91 71 217 519 1345 1675 5911 
675     13      1249    1 1 3 9 11 43 1 73 97 759 1477 1611 5343 
676     13      1259    1 3 1 13 1 39 55 141 9 803 505 2239 5301 
677     13      1273    1 1 3 3 25 41 37 193 159 229 55 1671 2947 
678     13      1274    1 3 1 1 7 21 71 47 63 889 307 1477 7407 
679     13      1281    1 3 5 11 15 15 99 35 415 833 1071 1161 7201 
680     13      1287    1 3 1 9 23 3 17 29 365 7 991 3643 1599 
681     13      1294    1 1 1 3 5 1 55 55 295 283 1467 851 7337 
682     13      1296    1 3 7 7 13 55 107 167 483 193 413 3699 303 
683     13      1305    1 3 5 5 9 29 103 155 71 685 435 555 211 
684     13      1306    1 1 5 15 3 59 125 125 503 991 103 201 5237 
685     13      1318    1 1 1 15 9 7 125 217 235 155 1603 563 4539 
686     13      1332    1 1 7 1 3 35 9 9 271 761 1431 3287 6481 
687     13      1335    1 1 1 5 29 61 35 55 341 919 1603 771 2137 
688     13      1336    1 3 7 11 1 53 1 7 293 859 545 3533 2451 
689     13      1341    1 1 3 15 17 3 79 91 213 1023 721 1425 2957 
690     13      1342    1 3 1 7 13 43 31 61 433 677 1599 135 6293 
691     13      1362    1 1 3 9 15 63 115 39 15 831 907 3249 2637 
692     13      1364    1 1 5 1 5 17 107 47 251 303 3 3113 5503 
693     13      1368    1 1 7 13 7 41 65 99 325 73 1401 2853 5303 
694     13      1378    1 3 1 5 23 47 15 205 53 475 1431 1845 7169 
695     13      1387    1 1 5 9 15 21 53 21 417 447 1465 3841 2701 
696     13      1389    1 1 3 15 29 57 117 137 123 803 1737 3185 5861 
697     13      1397    1 3 3 13 13 25 71 211 233 117 473 1853 4207 
698     13      1401    1 1 3 5 19 9 119 253 369 839 1331 3065 5145 
699     13      1408    1 1 5 3 23 25 47 29 261 663 19 2057 6517 
700     13      1418    1 1 1 5 5 31 5 207 235 147 1837 879 4225 
701     13      1425    1 3 3 9 17 21 87 237 263 279 573 915 823 
702     13      1426    1 1 3 1 23 1 33 173 59 779 1697 619 2175 
703     13      1431    1 3 7 5 21 7 111 159 299 865 1881 3049 1283 
704     13      1435    1 1 1 7 7 37 19 93 227 555 53 2153 2483 
705     13      1441    1 3 5 11 17 37 65 153 121 409 1129 1613 885 
706     13      1444    1 1 5 15 3 21 27 183 449 391 141 3489 7923 
707     13      1462    1 1 1 5 23 19 89 219 133 1013 937 835 6249 
708     13      1471    1 3 1 15 23 47 99 203 499 151 171 1209 3421 
709     13      1474    1 1 1 7 27 55 77 223 135 427 131 1255 1979 
710     13      1483    1 1 3 9 21 1 87 33 59 415 1535 1359 333 
711     13      1485    1 3 1 11 19 45 65 227 189 69 1989 3931 1095 
712     13      1494    1 1 3 7 3 21 77 219 191 269 319 2911 5941 
713     13      1497    1 3 3 1 27 23 99 113 103 601 791 4079 741 
714     13      1516    1 1 5 11 5 37 9 255 19 23 367 677 6313 
715     13      1522    1 3 3 3 9 53 37 177 391 151 1459 3261 6897 
716     13      1534    1 1 1 15 11 51 65 167 315 201 563 3563 2061 
717     13      1543    1 1 7 7 3 53 63 83 373 87 1823 1215 1163 
718     13      1552    1 3 5 11 25 11 19 53 269 75 1969 1917 1623 
719     13      1557    1 1 3 15 11 51 9 191 87 949 277 3327 1335 
720     13      1558    1 1 3 11 21 41 79 169 131 17 1167 1893 2897 
721     13      1567    1 1 5 9 19 45 69 23 461 875 679 1681 461 
722     13      1568    1 3 3 11 29 1 61 187 187 63 95 2961 7 
723     13      1574    1 3 3 11 17 33 75 23 225 169 1309 1227 5123 
724     13      1592    1 1 3 1 7 11 23 23 495 513 1135 3709 3277 
725     13      1605    1 3 7 9 7 11 9 109 1 299 1409 2625 353 
726     13      1606    1 3 3 13 7 9 47 245 359 451 1411 3769 687 
727     13      1610    1 3 5 9 17 55 119 157 103 589 1809 2919 1403 
728     13      1617    1 1 5 5 13 21 53 239 49 923 621 895 7745 
729     13      1623    1 1 1 13 13 1 17 123 489 1019 1181 683 1329 
730     13      1630    1 3 1 7 1 23 107 55 167 49 1105 239 4923 
731     13      1634    1 1 1 7 15 55 85 203 13 979 471 871 6089 
732     13      1640    1 3 3 15 19 47 19 103 195 783 1889 301 7749 
733     13      1643    1 1 7 9 3 1 97 161 413 959 1443 1759 8051 
734     13      1648    1 3 7 7 25 39 89 179 119 301 1099 2111 7933 
735     13      1651    1 3 7 15 31 35 29 201 155 847 131 4059 3501 
736     13      1653    1 3 7 5 25 53 31 31 79 519 1885 2029 3189 
737     13      1670    1 1 1 11 29 53 105 15 147 803 217 1155 8145 
738     13      1676    1 3 1 11 1 33 117 141 361 23 147 693 503 
739     13      1684    1 1 1 9 27 37 105 47 269 517 1497 595 8057 
740     13      1687    1 1 5 11 9 33 89 191 71 263 693 1167 2925 
741     13      1691    1 1 7 5 31 41 109 99 221 771 935 2767 1749 
742     13      1693    1 3 3 7 3 59 11 77 103 407 947 3259 3445 
743     13      1698    1 3 1 7 19 53 89 75 393 569 1105 4017 6657 
744     13      1709    1 1 1 1 3 43 55 17 205 271 441 391 4167 
745     13      1715    1 3 7 13 23 47 69 119 259 735 615 929 3583 
746     13      1722    1 3 5 7 29 19 101 85 55 343 1439 479 3893 
747     13      1732    1 1 3 1 17 45 89 21 459 407 777 2723 3775 
748     13      1735    1 3 3 7 17 27 37 189 49 345 111 667 4867 
749     13      1747    1 1 3 9 3 15 51 57 161 763 135 1615 7525 
750     13      1749    1 3 5 13 25 5 63 83 209 523 1667 297 2525 
